,meme_id,plantilla,texto_no_tilde,text_1,text_2
106175,003,Ay Si,yo no  fui,None,None
106180,001,Ancient Aliens,ve que de los bolsos salen pollos hazel,None,None
106186,004,Bad Luck Brian,Sale con su santa rosa no tira,None,None
106194,001,Ancient Aliens,. chandrians,None,None
106205,011,Problems,NOS RECUPERAREMOS DECIAN... 2 Min. PENAL PARA HOLANDA,None,None
106206,003,Ay Si,ahi no ps sii  que xq esta cumpliendo anos esta de creido,None,None
106210,011,Problems,por fin conocia a un buen hombre perdio el pene,None,None
106227,010,Prepare Yourself,tal vez en alguna  de nuestra siguiente vida nos veamos frente a frente  y nuestras miradas nos llame la atencion apesar de ser diferentes personas,None,None
106231,010,Prepare Yourself,tal vez en alguna  de nuestra siguiente vida nos veamos frente a frente  y nuestras miradas nos recuerden apesar de ser diferentes personas,None,None
106237,005,Disaster Girl,MIS VECINOS DECÍAN QUE COLOMBIA ERA UN ASCO DECÍAN...,None,None
106241,011,Problems,daniel te extrano  conectate por favor jajaj,None,None
106242,001,Ancient Aliens,ya la  cage,None,None
106247,009,No me digas,matias no me digas,None,None
106249,008,Matias Prats,en otras noticias una granada callo en un cementerio 20 muertos resultaron heridos,None,None
106265,011,Problems,Pero si no me contestas el imbox gordito,None,None
106270,006,Filosoraptor,!!!!YO CREO!!!!! Q BRAZUCA SON 7 OTRA VEZ...,None,None
106271,005,Disaster Girl,ami no vengas con mamadas  ooo te mueres,None,None
106283,011,Problems,"Me dijo ""te va a encantar este fic"" era minkey",None,None
106286,011,Problems,ME DIJO Q IBAMOS A DORMIR HASTA TARDE,None,None
106290,003,Ay Si,Al hombre k no les gustan las zorras  Es gay!!!,None,None
106291,005,Disaster Girl,mi malda funciono quien mas se ba a meter con migo,None,None
106296,006,Filosoraptor,el pipe es weon? o se lo culio un leon ?,None,None
106309,013,Yao Wonka,Brasil necesitaba a Thiago silva pero para que lo terminara de hundir en el fracaso,None,None
106313,004,Bad Luck Brian,brasil mete el primer gol es autogol de jara,None,None
106316,001,Ancient Aliens,ni los alienigenas dicen estas estupideces,None,None
106319,001,Ancient Aliens,Alemania 7 Brasil 1 definitivamente aliens,None,None
106333,003,Ay Si,uy si   uy si te crees mucho,None,None
106345,007,Futurama Fry,"yo creo que Sin las caidas de Neymar,  brasil no es nada",None,None
106346,006,Filosoraptor,si un zombie esta en la tercera edad zombiejitos?,None,None
106349,002,Annoying Gamer Kid,vendo juegos piratas cada uno a 10 lukas,None,None
106369,004,Bad Luck Brian,viene de perder 7,None,None
106379,011,Problems,entonces mejor me muero?? si?,None,None
106395,008,Matias Prats,ultima noticias el CONCEJAL de madrid  esta de cumpleanos,None,None
106399,008,Matias Prats,en otras noticias rechasan por primera vez a rojitho,None,None
106404,012,Willy Wonka,quien diria que por un pantallaso de lord seriamos tan amigos,None,None
106418,008,Matias Prats,noticia de ultimo minuto arenas te quiere mucho,None,None
106424,011,Problems,snif snif maldita masacre 6,None,None
106426,009,No me digas,"NO ME DIGASSSS ,,,",None,None
106427,004,Bad Luck Brian,organiza el mundial pata ganarlo pierde en la peor goleada de la historia de los mundiales,None,None
106432,001,Ancient Aliens,goleada a brazil??! aliens!!,None,None
106434,008,Matias Prats,atencion neymar se acaba de fracturar otra vertebra de tanto apretar el c...,None,None
106437,009,No me digas,Asi que Eres de brasil? Dime que se siente Perder,None,None
106439,006,Filosoraptor,klose le rompio el record a un brasileno en brasil a brasil,None,None
106450,012,Willy Wonka,aMANDA POR q ME VES ASI jajajaj,None,None
106454,012,Willy Wonka,si creo que estas mas loco de lo que yo pensava,None,None
106472,012,Willy Wonka,"Que se siente oraganizar un mundial y tener la peor presentacion en tu historia? sabiendo que ELIMINASTE a uno de los mejores como colombia, grcias al arbitro",None,None
106475,009,No me digas,pADRE SOY GAY SI SE LOL,None,None
106476,009,No me digas,NO ME DIGAS Y POQUE  ESTAS MAL :O,None,None
106488,009,No me digas,el juan esta enojado.m ahhh no me digas xD,None,None
106489,012,Willy Wonka,eres un meco sucio! igual que barcenona y la mierda amarela!!,None,None
106490,011,Problems,la causa del mundial no era penal,None,None
106499,001,Ancient Aliens,. ALCOHOL,None,None
106506,013,Yao Wonka,¡ DIME QUE SE SIENTE SER BRASILEOO ¡AHORA,None,None
106526,006,Filosoraptor,si Paul walker se murio  como conos salio rapido y furioso 7,None,None
106532,005,Disaster Girl,a john kaponi le gustaba el reggaeton y le  hice un favor al mundo,None,None
106551,005,Disaster Girl,voy a por ti espero que corras,None,None
106557,011,Problems,no me lo kiso hacer pero lo metio rico,None,None
106563,008,Matias Prats,NOTICIA DEL ULTIMO MOMENTO BRASIL VA PERDIENDO 2 A 0 CON HOLANDA,None,None
106572,005,Disaster Girl,NO ESTA PASANDO  NADA VERDAD,None,None
106576,012,Willy Wonka,"BraSil, Ya sabes que se siente  Tener el arbitro en tu contra !!!",None,None
106582,004,Bad Luck Brian,Organizamos el mundial no salimos ni terceros,None,None
106585,005,Disaster Girl,ya encontre la casa del arbitro que hiso perde a mi tricolor,None,None
106588,005,Disaster Girl,NO TE PREOCUPES ESTO NO ES REAL,None,None
106592,005,Disaster Girl,hola  soy  tamara,None,None
106603,012,Willy Wonka,Asi que el albItro le Esta metiendo la mano al partido..? Dime brasil....que se siente..??..que se siEnte brasil!!!,None,None
106604,012,Willy Wonka,Nasho:que se siente ser mandoneado,None,None
106605,012,Willy Wonka,"BRASIL te AYUDARON LOS ARBITROS?, EN EL PARTIDO POR EL HONOR  no le pitan ni los piscinazos en el area jajajajajaja",None,None
106614,004,Bad Luck Brian,Me llamo luis... Y a mi si me van a ver jugar,None,None
106617,004,Bad Luck Brian,se vuelve cobrador suben puros policias,None,None
106633,005,Disaster Girl,mis becinos le iban al olanda  yo queme su casa para q se fueran a tomar por colo,None,None
106634,005,Disaster Girl,mis becinos le iban al olanda  yo queme su casa para q se fueran a tomar por culo,None,None
106636,012,Willy Wonka,¿Y que se siente ser la bussinita 365/7? ...,None,None
106642,006,Filosoraptor,Si ya vieron todos salvan el verano Por que Carajos lo van a dar manana,None,None
106643,004,Bad Luck Brian,tiene 54 comentarios 60 de ellos son para pedir la contrasena de los archivos,None,None
106644,004,Bad Luck Brian,tiene 54 comentarios nuevos en su blog 60 de ellos son para pedir la contrasena de los archivos,None,None
106651,005,Disaster Girl,SE BURLABAN DE MI EN METIN2 AMANECIO CON LA CONCHA ROSTIZADA,None,None
106652,004,Bad Luck Brian,Se autoproclama goofy. descubre que significa tonto.......,None,None
106663,012,Willy Wonka,"Asi que Me presumes que tu novia Va al juego a Verte? Dime, que se siente que sea la prImera que lo hace?",None,None
106667,011,Problems,no alcance boletos para ver la arrolladora,None,None
106681,011,Problems,que pena perdimos por weones  justicia divina  quedamos  4 en el mundial grande   holanda jajajaja,None,None
106695,002,Annoying Gamer Kid,Brasil ya sabe como limpiar su imagen,None,None
106709,011,Problems,deja de chingar  mimi,None,None
106711,010,Prepare Yourself,PREPARENSE... se acercan las millones de burlas a brasil.,None,None
106732,010,Prepare Yourself,Atencion gente estupidita poniendo              . estados de la perdida de brasil se aproximan las proximas 24 horas,None,None
106741,006,Filosoraptor,sera que  pierde otra vez brasil ?,None,None
106750,003,Ay Si,ayyy sii ayyy sii solo nos enojamos y me blokea en el whatsapp,None,None
106751,013,Yao Wonka,aun  no ntiendo nd,None,None
106755,007,Futurama Fry,ESTE ES WN O REWN,None,None
106762,012,Willy Wonka,te rreto a escribir hola soy mami con los ojos serrados,None,None
106776,013,Yao Wonka,"jajajajajajajajaj  brasil,brasil,a donde vas llegar",None,None
106780,010,Prepare Yourself,mas que un lider soy un guerrero,None,None
106784,012,Willy Wonka,¿VAMOS A CHUPAR? YO INVITO,None,None
106789,007,Futurama Fry,NO SE SI ES BRASIL O LA SELECCION DE CHEMO,None,None
106790,008,Matias Prats,"NUEVA MALDICION MUNDIAL: LE ROBAS UN PARTIDO A COLOMBIA, Y TE METEN 10 GOLES EN LOS 2 SIGUIENTES.",None,None
106795,001,Ancient Aliens,jkadhkjlad asdjhjasd,None,None
106797,006,Filosoraptor,No idiota es  Dinosaurio,None,None
106801,006,Filosoraptor,si una mujer le pega a otra es maricona?,None,None
106813,010,Prepare Yourself,mi madre ya me lo dijo... llevate una rebequita que a la noche refresca,None,None
106822,006,Filosoraptor,Quiere que se la chupe tAntitO El pedo que no se que,None,None
106835,009,No me digas,·  Que me mandan un fax del juzgao para que recoja un escrito!!!,None,None
106844,012,Willy Wonka,asi que acabaste el juego mas dificil del mundo... que se siente no tener vida social,None,None
106845,009,No me digas,k mrda acabo de ver,None,None
106849,012,Willy Wonka,Y DIME QUE SIENTES PORQUE YA SE aCERCA EL LUNES ?,None,None
106856,011,Problems,Tenias que  Cagarla,None,None
106859,011,Problems,Tenias que  Cagarla carnal,None,None
106861,011,Problems,Tenias que  Cagarla,None,None
106862,012,Willy Wonka,es en serio selene,None,None
106866,009,No me digas,"fer, echale un pedito a tu mama, jiji",None,None
106867,011,Problems,Tenias que Cagarla,None,None
106871,006,Filosoraptor,si alguien me dice que es mentirso DEBO creele,None,None
106875,004,Bad Luck Brian,"se gradua de la uNEARTE hace puros ""art attack""",None,None
106899,012,Willy Wonka,no me da gracia y si mejor te regalo un jabon k te bane solo,None,None
106902,003,Ay Si,¡¡ Ay sI !! 3P el dolido,None,None
106911,003,Ay Si,AY SI AY SI DICE QUE SALE FEA PARA QUE LE DIGAN LINDA,None,None
106912,006,Filosoraptor,si algunos zombis son idiotas  zombienidiotas,None,None
106915,011,Problems,puto arbitro no era penal,None,None
106922,006,Filosoraptor,si los zombies son tontos  zombienidiotas,None,None
106927,004,Bad Luck Brian,Roban a colombia en un partido les meten 10 goles en 2 partidos,None,None
106932,001,Ancient Aliens,3 a o mundial,None,None
106943,011,Problems,"mE DIJO QUE FUERAMOS A VER EL PARTIDO A SU CASA, QUE EL TAMBIEN LE IBA A  ARGENTINA  EL MALDITO ME LLEVO AL MARRELE Y PARA REMATAR SE IBA CON ALEMANIA",None,None
106944,007,Futurama Fry,¡¡¡pobre brazil 10  en  dos!!!,None,None
106946,002,Annoying Gamer Kid,y si.... jugamos play,None,None
106948,012,Willy Wonka,ASI Q CREIAS Q IBAS A GANAR LA QUINIELA QUE SE SIENTE SABER QUE ME METI AL FINAL  (OTRA VEZ),None,None
106951,001,Ancient Aliens,solo esta chica save como quemarce el cerebro jajaja,None,None
106962,009,No me digas,yaras  que fuee,None,None
106963,001,Ancient Aliens,la ciencia dice que no hay nadie mas lloron y mamon que el deco basura,None,None
106972,004,Bad Luck Brian,Va por el tercer lugar Le meten tres goles mas,None,None
106977,012,Willy Wonka,que se siente que te deje tu marido por zorra todos saben q esa nena no es de tu marido,None,None
106979,008,Matias Prats,brasil 0,None,None
106990,011,Problems,Me prometio que no lo harIa pero sigue comprando weAs para natacion,None,None
106991,012,Willy Wonka,Con que sos fanaticos de Argentina desde chicos? por favor desime que equipo argentino siguis desde chicos?,None,None
106992,011,Problems,"me lo encontre en brazil, me dijo que iba a argentina y buscaba al amor de su vida al maldito le di la prueba de amor, en la final supe que era aleman y para rematar  creo que no va a volver a como me prometio",None,None
106994,012,Willy Wonka,Y entonces? paola es tierna? te creo?,None,None
106996,012,Willy Wonka,¿paola tierna? y ME LO CREO O QUE?,None,None
106997,013,Yao Wonka,te ganaron otra veeezzz :3 jajajaja,None,None
107001,005,Disaster Girl,tkm imbesil,None,None
107007,006,Filosoraptor,si Alex se queda esteril jesus revive?,None,None
107009,013,Yao Wonka,y ya lo vez y ya lo vez te ganaron otra vez jajaja,None,None
107019,009,No me digas,samuel  no me digas,None,None
107042,002,Annoying Gamer Kid,Hola soy miguel y juego play,None,None
107044,003,Ay Si,"¡huy si, huy si! Ahora todos quieren saber el significado de sus nombres",None,None
107047,011,Problems,"le dije que me de un buen consejo para OLbIdarlo   me canto ""los malaventurados no lloran""",None,None
107065,001,Ancient Aliens,. microorganismos,None,None
107071,005,Disaster Girl,ESO ES LO QUE PASA SI DEJAS A TU HIJA APOYAR A BRASIL XDDD,None,None
107072,009,No me digas,...... CUECKKKK,None,None
107074,001,Ancient Aliens,HAYY  QUIEN  PIDIO PAOLA  JEJE :*,None,None
107076,011,Problems,dios perdona amy amiga ody no sabe lo k hace,None,None
107077,001,Ancient Aliens,UFF  MAMASOTHA,None,None
107082,004,Bad Luck Brian,JUEGA CONTRA BRASIL EN LA PES LO GOLEAN,None,None
107092,001,Ancient Aliens,Sexo sin condon,None,None
107093,004,Bad Luck Brian,INVITA A JUGAR A TODOS A CASA LO HUMILLAN Y LO ECHAN DEL JUEGO,None,None
107096,011,Problems,meu brasiiiillll da vuelta la paginaaa,None,None
107099,001,Ancient Aliens,solo hay una explicacion para esto pulpos,None,None
107100,006,Filosoraptor,Y si Brasil se dejo perder para que no dijieran que arreglaron el mundial,None,None
107110,004,Bad Luck Brian,ibarra juega al mortal kombat pierde contra el rodri,None,None
107114,004,Bad Luck Brian,zambito  trabajaaaaaa,None,None
107115,001,Ancient Aliens,AsI de grande les quedo el hoyo a los brasilenos,None,None
107121,011,Problems,PENSAR EN TI CADA VEZ ME RESULTA MAS DIFICIL,None,None
107129,005,Disaster Girl,atras satanas vete,None,None
107130,001,Ancient Aliens,Precisamente  pvta,None,None
107132,013,Yao Wonka,"Felicitaciones a Freddy nito, a ender , ascanio y migue casi pegan todos los resultados del cuadro final con los bonos",None,None
107133,005,Disaster Girl,me voy a kemar la casa llamas a los bomberos ya,None,None
107136,004,Bad Luck Brian,tonces no digas  wadas,None,None
107138,011,Problems,me dijo que solo la puntita parecIa maquina de coser,None,None
107143,009,No me digas,y que hago con tu siiiioooonnn te aplaudo?,None,None
107144,009,No me digas,como que te gusta justin bieber ya deja el WEEEED,None,None
107145,004,Bad Luck Brian,quiere ganar un mundial en casa es brasil,None,None
107147,011,Problems,me dijo que solo unas tranquilas en el view me regreso hasta despues del after a mi casa,None,None
107149,004,Bad Luck Brian,LO dejan salir por primera vez al boliche llueve,None,None
107152,008,Matias Prats,y en otras noticias alexis ramirez lopez es muy guapo enserio,None,None
107153,011,Problems,Si a usted la invitan a ver una pelIcula a la casa ¡y ve la pelIcula! considerese fea. Si a usted la invitan a ver una pelIcula a la casa ¡y ve la pelIcula! considerese fea.,None,None
107155,001,Ancient Aliens,Estas leyes fueron creadas por aliens,None,None
107160,001,Ancient Aliens,. fresa,None,None
107165,009,No me digas,y que hago con tu siiiiooonnn lo aplaudo,None,None
107177,005,Disaster Girl,Ella cantaba karaoke gran error,None,None
107179,007,Futurama Fry,ya empezo con  sus tonterias,None,None
107180,002,Annoying Gamer Kid,cual es tu juego favorito,None,None
107184,004,Bad Luck Brian,viaja de lima a camana para conocer el paraiso se queda dormido en el bus y se pasa hasta arequipa,None,None
107197,003,Ay Si,cuando tana gankea y lo matan,None,None
107202,005,Disaster Girl,Brasil yo les dije Que El que la hace la paga.,None,None
107203,011,Problems,Mei dijo que al gankear nos hariamos una doble doble para el enemigo,None,None
107213,003,Ay Si,mira mira carlos pena  no le llega ni a los talones a niall horan,None,None
107219,012,Willy Wonka,Ocelote y la fabrica de bronce,None,None
107224,008,Matias Prats,y en otras noticias  argentina se prepara para perder frente a alemania,None,None
107227,001,Ancient Aliens,cuando jony  usa flash,None,None
107235,013,Yao Wonka,argentino que se siente hacer llorar a tu pais,None,None
107241,002,Annoying Gamer Kid,cuando isra se hace un bufo,None,None
107245,005,Disaster Girl,como fujimori: ¡soy inocente!,None,None
107246,008,Matias Prats,GANO HOLANDA BRASIL LLORA,None,None
107247,003,Ay Si,YO  NUNCA FALLE ESE FLASH,None,None
107250,013,Yao Wonka,¿sacar a tana de bronce? imposible,None,None
107252,005,Disaster Girl,COMO DICE FUJIMORI: ¡SOY INOCENTE!,None,None
107253,004,Bad Luck Brian,Se compra el vip MAS CARO EN SV ZOMBIE SE CAE EL SV A DIARIO Y LO REPORTAR POR ABUSAR,None,None
107255,009,No me digas,cuando te quedas sin mana y esta a un punto,None,None
107257,008,Matias Prats,ULTIMAS NOTICIAS  FERNANDO SE COME A CINTIA PERO LO LLAMAN UKE,None,None
107259,004,Bad Luck Brian,va a un puticlub pide un abrazo,None,None
107268,010,Prepare Yourself,JHON SNOW quien dijo bastardo,None,None
107273,011,Problems,yo (yuvana) confie en jp en german y otros mas y me utilizaron,None,None
107274,011,Problems,xk hay gente tan pervertida es x eso k el mundo no progresa,None,None
107280,011,Problems,ME COMI A CINTIA  PEOR ME SIGUEN DICIENDO UKE,None,None
107289,011,Problems,ya nd ya me llore,None,None
107294,008,Matias Prats,Y EN OTRAS NOTICIAS  a  RAFA YA NO SE LE OCURRE NADA K HACER,None,None
107300,008,Matias Prats,y en las noticias... charles sigue con las patas malas,None,None
107301,011,Problems,hay no ese luis me dejo coja,None,None
107303,011,Problems,y es cuando te das cuenta que jatziri tienes razon,None,None
107305,011,Problems,AngeL ME DIJO QUE LA TENÍA GRANDE,None,None
107313,008,Matias Prats,y en otras noticias a brasil se le olvido como jugar futbol,None,None
107339,004,Bad Luck Brian,"SI EN TU ADOLESCENCIA ESCUCHABAS MUSICA DEL GRUPO MENUDO,LOS CHAMOS,RICHIE E POVERY  Y CANCIONES COMO UNO MAS UNO=DOS ENAMORADOS DE LUIS MIGUEL RESIGNATE  ESTAS POR SER ABUELO SINO ES QUE YA LO ERES JAJAJAJAJAJA",None,None
107354,004,Bad Luck Brian,DesCARGA ZEZENIA SE LE DESCOMPONE LA PC,None,None
107355,004,Bad Luck Brian,LLEGA RIFFO SE APAGAN TODOS,None,None
107366,010,Prepare Yourself,lealtad y respeto valores que la gente olvido,None,None
107374,013,Yao Wonka,Brasil ¿que se siente quedar cuarto?,None,None
107392,003,Ay Si,AY SI AY SI COMO SI ME IMPORTARA,None,None
107395,011,Problems,ANGEL ME DIJO QUE LA TENIA GRANDE,None,None
107399,002,Annoying Gamer Kid,comenta  tu videojuego favorito,None,None
107409,011,Problems,me la abrieron igual que a ismael,None,None
107410,009,No me digas,ay si no me digas,None,None
107423,013,Yao Wonka,jajajaja se be una momia de 1000 anos antes de dios kieren berla sale en la senorita laura jajajaja,None,None
107436,004,Bad Luck Brian,DICEN QUE NO IBAN A VERANO LES QUEDA PROGRAMACION,None,None
107439,002,Annoying Gamer Kid,si tu mama no te confundio con el nombre de tu hermano no tuviste infancia jajajaja,None,None
107450,006,Filosoraptor,BASICAMENTE los mapas no sirven para ubicarse son un simple papel con el que te puedes limpiar el .....,None,None
107453,007,Futurama Fry,Como se pOdra atrasar El contador de Los huevos...,None,None
107464,013,Yao Wonka,LOS VIEJOS VERDES PA AFUERA,None,None
107465,011,Problems,"no.. nos eliminaran por come maridos  les juro mili, aleja, vivi que ya nos iremos del pais...",None,None
107468,004,Bad Luck Brian,"sube fotos de ""su graduacion"" no sale en ninguna",None,None
107469,008,Matias Prats,NOTICIA DE ULTIMO MINUTO JEAN HUERTO DICE QEE LO QIEREN PERO PERO LO QEE SABAEMOS HASTA AORITA ES QEE SOLO SU PERRO LO QIERE,None,None
107471,004,Bad Luck Brian,Amanece acabando el Trapo durisimo  Se consigue un tIo vIa a su Casa en la manana,None,None
107472,011,Problems,solo queria ser popular  tengo probelmas :(,None,None
107486,003,Ay Si,Super bella  Hermosa kory eres,None,None
107499,004,Bad Luck Brian,se saca una foto con max ahora juega en atletico,None,None
107503,013,Yao Wonka,POBRE IMBECIL  NO TIENES LOS  COJONES BIEN PUESTOSCLARO ES MARICON,None,None
107504,011,Problems,NO ME DIERON GALLETITAS,None,None
107506,013,Yao Wonka,POBRE IMBECIL  NO TIENES LOS COJONES BUEN PUESTOSCLARO ES MARICON,None,None
107507,003,Ay Si,entonces gaby anday cn la pera,None,None
107514,013,Yao Wonka,Se cree cachero cuando le es fiel a su mano,None,None
107516,004,Bad Luck Brian,"LE JUEGA AL SUPERMATCH,,, GANA HOLANDA 3",None,None
107526,012,Willy Wonka,Brasil que se siente Cuando el arbitro no pita las Faltas que te hacen.,None,None
107528,011,Problems,YA EMPEZO  ESTE QLO,None,None
107536,003,Ay Si,"AY SI, AY si TIEMBLO DE MIEDO jael",None,None
107544,010,Prepare Yourself,jb... hermosa enana...,None,None
107564,004,Bad Luck Brian,Es su cumPLEAOOS tiene examen hasta las 9pm,None,None
107565,011,Problems,TODAVIA NO  LLEGAN LOS SUSHI,None,None
107577,006,Filosoraptor,pense que brasil llegaria a algo,None,None
107589,011,Problems,pero cuando carajos aprenderas a hacer buenos chistes csmre,None,None
107590,006,Filosoraptor,rino zuarante,None,None
107599,004,Bad Luck Brian,VA A UNA ENTREVISTA DE TRABAJO LO DESPIDEN,None,None
107608,004,Bad Luck Brian,le da pena decir que es centro americano dice que es de lisboa,None,None
107621,011,Problems,QUEMARON ASOVIEJOS VERDES S.A,None,None
107623,011,Problems,"LO Q sucedio AYER YA NO IMPORTA. Si tropezastes, levantate Y VUELVE A LA carrera",None,None
107624,001,Ancient Aliens,pues si yo hablo tonteras tu hablas guebada,None,None
107629,012,Willy Wonka,"un interesante  el tema, sige",None,None
107631,013,Yao Wonka,jeje me mataron estaba en el face,None,None
107636,001,Ancient Aliens,SI SI PERO LE HICIERON FALTA ALIENS Y EXTRATERRESTRES!,None,None
107639,012,Willy Wonka,cON QUE ERES ROBBEN  DIME QUE SE SIENTE SER FUTBOLISTA Y CLAVADISTA,None,None
107643,003,Ay Si,Huy si huy si  Va a hacer su diseno de Michael como Su portafolio,None,None
107648,012,Willy Wonka,DIME NOELIA  QUE SE SIENTE SER MEJOR QUE MESSI?,None,None
107651,012,Willy Wonka,¿que brasil perdio por goliza otra vez? que interesante... cuentenme mas,None,None
107658,012,Willy Wonka,cON QUE TRABAJAS EN SCHLUMBERGER  DIME QUE SE SIENTE SOLO 5% DE AUMENTO,None,None
107659,003,Ay Si,ahi si soy edgardo,None,None
107660,013,Yao Wonka,luego no llores cuando te golee alemania jajajaja.. llora mejor x la gata,None,None
107662,003,Ay Si,que el vale   presta   el   balon  y se va a chupar teta kn la pokemon..jajajaj.yo no  se  nada,None,None
107664,004,Bad Luck Brian,hace mas de un ano que juega lol sigue siendo bronce,None,None
107671,002,Annoying Gamer Kid,tommy fer y  ema los viciaditos,None,None
107674,009,No me digas,NO ME DIGAS! DONDE????,None,None
107676,004,Bad Luck Brian,gg puto toca reja tacua llavero bagallo muerde almohada come seco,None,None
107678,003,Ay Si,que el vale   presta   el   balon  y se va a chupar teta kn la pokemon..jajajaj...  yo no  se  nada,None,None
107684,003,Ay Si,Ay Ya... vas a retratar la super luna mejor que nadie,None,None
107687,011,Problems,diso nofuepenal,None,None
107693,003,Ay Si,claro sin ofender a  nadies ¡¡¡¡,None,None
107695,004,Bad Luck Brian,critica a los argentinos su nick es bananero,None,None
107711,009,No me digas,y si yo quiero,None,None
107712,007,Futurama Fry,VOLAO  MANEJO MEJOR,None,None
107715,012,Willy Wonka,asi k .... quino ahora se cree sicaria,None,None
107717,011,Problems,HAY MIJA TU NO TIENES A JESUS PERDONATE,None,None
107732,004,Bad Luck Brian,se pone a descargar musica y en menos de un segundo borra toda,None,None
107734,012,Willy Wonka,Asi que eres brasil que se siente que argelia casi le gane a alemania y tu pierdas 7,None,None
107741,012,Willy Wonka,"y cobra 2000 por persona mmm ,interesante",None,None
107742,012,Willy Wonka,que  me  miras holas,None,None
107744,012,Willy Wonka,oye tu... por que lees lo que yo publico,None,None
107745,004,Bad Luck Brian,renuncia la directora de colciencias no hacen recorte a colciencias,None,None
107753,006,Filosoraptor,por que sera que todos los partidos del mundial  se juegan en brazil,None,None
107763,002,Annoying Gamer Kid,Ahora  Aprendi,None,None
107764,012,Willy Wonka,ASI QUE TE ENAMORASTE DIME QUE SE SIENTE SER ROMPE CUNA,None,None
107769,012,Willy Wonka,asi que eres pentacampeon que se siente que argelia le haya hecho un mejor partido a alemania que tu?,None,None
107780,009,No me digas,tenes algun problema joelitoooo,None,None
107784,007,Futurama Fry,jummmm tan linda  y tan creida,None,None
107785,006,Filosoraptor,Si dices quererme porque regresastes con tu ex ?,None,None
107786,006,Filosoraptor,y la comida se come,None,None
107795,006,Filosoraptor,y cuando llueve  cae agua,None,None
107800,004,Bad Luck Brian,tu si que eres cool,None,None
107807,004,Bad Luck Brian,le dice que tiene 17  en realidad tiene 12,None,None
107809,006,Filosoraptor,largo grueso y CABEZON  y pa tu nalgas son??,None,None
107810,004,Bad Luck Brian,compra gatorade en el gym sufre falla renal por exceso de na+,None,None
107815,004,Bad Luck Brian,se cree chef no sabe hacer arvejas,None,None
107817,007,Futurama Fry,No se si es David Luiz O tapiero,None,None
107820,004,Bad Luck Brian,es la koty  es la koty,None,None
107824,013,Yao Wonka,DI ALGO ALGO,None,None
107829,004,Bad Luck Brian,PIDE DELIVERY EN DOOA ERNESTA LE TRAEN EL PEDIDO A LAS 2 HS Y YA NO TIENE HAMBRE,None,None
107832,006,Filosoraptor,si me preguntan por la seleccion de brasil no es la mejor....... pero si la mas goleada,None,None
107840,005,Disaster Girl,AQUI VIVIA EL D.T.. SCOLARI... VIVIA!!!,None,None
107841,001,Ancient Aliens,SOLO UNA RESPUESTA gATOS!,None,None
107842,004,Bad Luck Brian,es un toro con tetas  o ds el fabian,None,None
107843,011,Problems,me ensena transformers  pero no hay plata para comprarlos,None,None
107847,004,Bad Luck Brian,es un toro con tetas  o es el fabian,None,None
107861,013,Yao Wonka,jajajajaja como 3,None,None
107866,012,Willy Wonka,ASI QUE SOS BRASILERO! DECIME QUE SE SIENTE?,None,None
107874,001,Ancient Aliens,me comento nadine que tayde la tiene asi de grande,None,None
107878,013,Yao Wonka,qUE SE SIENTE SER GAY jUAN CUENTANOS TU ESPERIENCIA,None,None
107888,001,Ancient Aliens,SOlo hay una explicacion Racaplah,None,None
107890,002,Annoying Gamer Kid,like si eres adipto,None,None
107891,010,Prepare Yourself,HERMANO A LA HOSTIA POR QUE ERES TAN CAGON,None,None
107899,010,Prepare Yourself,Prepare yourself Dj´s begging for votes everywhere,None,None
107905,009,No me digas,encerio alayn,None,None
107907,013,Yao Wonka,este pisado no consigue novia ni con la ayuda de las esferas del dragon,None,None
107920,001,Ancient Aliens,Leif: Victoria,None,None
107923,002,Annoying Gamer Kid,un gol MAS Y TERMINO,None,None
107924,013,Yao Wonka,cara  de pico,None,None
107942,001,Ancient Aliens,TE COMISTE UNA DE ESTE PORTE BRASIL,None,None
107949,009,No me digas,NO ME DIGAS K SI,None,None
107953,001,Ancient Aliens,eres perfecta,None,None
107961,003,Ay Si,es contador sorry,None,None
107972,010,Prepare Yourself,perdoname!!! perdonameeee!!!,None,None
107973,006,Filosoraptor,Profe acumulativa o al libro,None,None
107974,007,Futurama Fry,"primero tengo que pagar al financiero, ¿verdad?",None,None
107976,004,Bad Luck Brian,tengo la medalla de noob en cod estoy felis,None,None
107977,011,Problems,ay dios mio,None,None
108002,011,Problems,ALEJANDRO TE TIENES QUE COMPRAR UN PELUQUIN Y LO SABES,None,None
108012,004,Bad Luck Brian,se compra el mejor celular de la linea samsung el celular tiene muerte subita al 5to dia,None,None
108013,001,Ancient Aliens,NO ERA PENAL  LOS MAYAS LO SABIAN,None,None
108017,013,Yao Wonka,8===D 8===D,None,None
108021,013,Yao Wonka,"Brasil decime que se ""siete"" tener en casa a tu papa...",None,None
108034,012,Willy Wonka,ASÍ QUE VISTE LA PRIMERA TEMPORADA DE COSMOS DIME QUE SE SIENTE SER TAN INSIGNIFICANTE COMO UN GRANO DE ARENA,None,None
108036,006,Filosoraptor,espera  pensare que comentar,None,None
108040,013,Yao Wonka,EDGAR  PURA PAJA HIJO,None,None
108043,003,Ay Si,"Si la ""nada"" (""inexistencia"") no es demostrable ni comprobable experimentalmente; y el ""vacio"" no esta ""vacio"", como se explica la singularidad del big",None,None
